cluster_id,is_centroid,path
61,True,/home/pedro/notes/200_NOTES/Add A Zero Money Exercise.md
62,True,/home/pedro/notes/200_NOTES/Workday Shutdown.md
63,True,/home/pedro/notes/200_NOTES/Low-Rank Adaptation.md
64,True,/home/pedro/notes/200_NOTES/Hierarchical Navigable Small World.md
65,True,/home/pedro/notes/200_NOTES/Quotes.md
66,True,/home/pedro/notes/200_NOTES/CFO Prompt.md
67,True,/home/pedro/notes/200_NOTES/Budget.md
68,True,/home/pedro/notes/200_NOTES/How to evaluate your evaluation pipeline.md
69,True,/home/pedro/notes/200_NOTES/Ideal Future.md
70,True,/home/pedro/notes/200_NOTES/Wheel of life.md
71,True,/home/pedro/notes/300_MEDIA/MEDIA_NOTES/Mans search for meaning.md
72,True,/home/pedro/notes/300_MEDIA/MEDIA_NOTES/Same as Ever.md
73,True,/home/pedro/notes/200_NOTES/Frontal Medicamento.md
74,True,/home/pedro/notes/200_NOTES/GTD System.md
75,True,/home/pedro/notes/300_MEDIA/MEDIA_NOTES/Komi Can't Communicate.md
76,True,/home/pedro/notes/300_MEDIA/MEDIA_NOTES/Synergism CC.md
77,True,/home/pedro/notes/200_NOTES/BLOG POSTS/Lang Graph Linkedin Post.md
78,True,/home/pedro/notes/300_MEDIA/MEDIA_NOTES/Piranesi.md
79,True,/home/pedro/notes/200_NOTES/Investment Portfolio.md
80,True,/home/pedro/notes/300_MEDIA/MEDIA_NOTES/Dispatch.md
81,True,/home/pedro/notes/200_NOTES/ETFs.md
82,True,/home/pedro/notes/200_NOTES/Upper Lower Workout Routine.md
83,True,/home/pedro/notes/200_NOTES/TF-IDF.md
84,True,/home/pedro/notes/300_MEDIA/MEDIA_NOTES/The Rational Male.md
85,True,/home/pedro/notes/200_NOTES/Room For Error.md
86,True,/home/pedro/notes/300_MEDIA/MEDIA_NOTES/Skin in the Game.md
87,True,/home/pedro/notes/300_MEDIA/MEDIA_NOTES/Atomic Habits.md
88,True,/home/pedro/notes/300_MEDIA/MEDIA_NOTES/Chatter.md
89,True,/home/pedro/notes/200_NOTES/The opposite of fear is surrender.md
